operon_acc	operon_repacc	AgrA_repacc	AgrB_repacc	AgrC_repacc	CC	gp	fs
ERX451065	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451066	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451067	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451068	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451069	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451070	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451071	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451072	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451073	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451074	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451075	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451076	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451077	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451078	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451079	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451080	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451081	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451082	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451083	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451084	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451085	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451086	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451087	ERX1997625	ERX015344	ERX063815	NA	CC8	gp1	1
ERX451088	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451089	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451090	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451091	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451092	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451093	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451094	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451095	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451096	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451097	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451098	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451099	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451100	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451101	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451102	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451103	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451104	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451105	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451106	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451107	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451108	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451109	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451110	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451111	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451112	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451113	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451114	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451115	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451116	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451117	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451118	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451119	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451120	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451121	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451122	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451123	ERX1997664	ERX015344	ERX063815	NA	CC8	gp1	1
ERX451124	ERX1997664	ERX015344	ERX063815	NA	CC8	gp1	1
ERX451125	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451126	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451127	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451128	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451129	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451130	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451131	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451132	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451133	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451134	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451135	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451136	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451137	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451138	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451139	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451140	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451141	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451142	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451143	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451144	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451145	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451146	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451147	ERX1997625	ERX015344	ERX063815	NA	CC8	gp1	1
ERX451148	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451149	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451150	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451151	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451152	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451153	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451154	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451155	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451156	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451157	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451158	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451159	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451160	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451161	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451162	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451163	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451164	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451165	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451166	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451167	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451168	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451169	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451170	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451171	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451172	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451173	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451174	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451175	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451176	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451177	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451178	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451179	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451180	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451181	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451182	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451183	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451184	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451185	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451186	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451187	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451188	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451189	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451190	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451191	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451192	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451193	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451194	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451195	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451196	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451197	ERX1997625	ERX015344	ERX063815	NA	CC8	gp1	1
ERX451198	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451199	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451200	ERX325801	ERX015344	ERX063815	NA	CC8	gp1	1
ERX451201	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451202	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451203	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451206	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451207	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451208	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451209	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451210	ERX326087	ERX015344	ERX063815	ERX326087	CC8	gp1	1
ERX451211	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451212	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451213	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451214	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451215	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451216	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451217	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451218	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451219	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451220	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451221	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451222	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451223	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451224	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451225	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451226	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451227	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451228	ERX326087	ERX015344	ERX063815	ERX326087	CC8	gp1	1
ERX451229	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451230	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451231	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451232	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451233	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451234	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451235	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451236	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451237	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451238	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451239	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451240	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451241	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451242	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451243	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451244	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451245	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451246	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451247	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451248	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451249	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451250	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451251	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451252	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451253	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451254	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451255	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451256	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451257	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451258	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451259	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451260	ERX1149550	ERX015344	ERX063815	ERX1149550	CC8	gp1	1
ERX451261	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451262	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451263	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451264	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451265	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451266	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451267	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451268	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451269	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451270	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451271	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451272	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451273	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451274	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451275	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451276	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451277	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
ERX451278	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
ERX451279	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
ERX451280	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
ERX451281	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
ERX451282	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
ERX451283	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
ERX451284	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
ERX451285	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451286	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451287	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451288	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451289	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451290	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451291	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451292	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451293	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451294	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451295	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451296	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451297	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451298	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451299	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451300	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451301	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451302	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451303	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451304	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451305	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451306	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451307	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451308	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451309	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451310	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451311	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451312	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451313	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451314	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451315	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451316	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451317	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451318	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451319	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451320	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451321	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451322	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451323	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451324	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451325	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451326	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451327	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451328	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451329	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451330	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451331	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451332	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451333	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451334	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451335	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451336	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451337	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451338	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451339	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451340	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451341	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451342	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451343	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451344	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451345	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451346	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451347	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451348	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451349	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451350	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451351	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451352	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451353	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451354	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451355	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451356	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451357	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451358	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451359	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451360	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451361	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451362	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451363	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451364	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451365	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451366	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451367	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451368	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451369	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451370	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451371	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451372	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451373	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451374	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451375	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451376	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451377	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451378	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451379	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451380	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451381	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451382	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451383	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451384	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451385	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451386	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451387	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451388	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451389	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451390	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451391	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451392	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451393	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451394	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451395	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451396	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451397	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451398	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451399	ERX1997626	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451400	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451401	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451402	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451403	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451404	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451405	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451406	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451407	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451408	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451409	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451410	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451411	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451412	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
ERX451413	ERX001290	ERX015344	ERX063815	ERX001290	CC8	gp1	0
